交易 #,类型,日期和时间,信号,价格 USD,仓位大小（数量）,仓位大小（价值）,净损益 USD,净损益 %,有利波动 USD,有利波动 %,不利波动 USD,不利波动 %,累计P&L USD,累计P&L %
71,多头出场,2025-09-12 09:02,✅移动止盈,3648.9,1,3631.91,16.99,0.47,24.78,0.68,-1.57,-0.04,166.94,0.02
71,多头进场,2025-09-11 17:02,①挂多,3631.91,1,3631.91,16.99,0.47,24.78,0.68,-1.57,-0.04,166.94,0.02
72,空头出场,2025-09-15 03:02,✅移动止盈,3638.26,1,3637.67,-0.59,-0.02,0.79,0.02,-0.59,-0.02,166.35,0.02
72,空头进场,2025-09-15 02:02,①挂空,3637.67,1,3637.67,-0.59,-0.02,0.79,0.02,-0.59,-0.02,166.35,0.02
73,空头出场,2025-09-17 05:02,✅移动止盈,3678.22,1,3678.9,0.68,0.02,2.82,0.08,0,0.00,167.03,0.02
73,空头进场,2025-09-17 04:02,①挂空,3678.9,1,3678.9,0.68,0.02,2.82,0.08,0,0.00,167.03,0.02
74,空头出场,2025-09-18 17:02,✅移动止盈,3645.57,1,3633.96,-11.61,-0.32,5.92,0.16,-11.61,-0.32,155.42,0.02
74,空头进场,2025-09-18 16:02,①挂空,3633.96,1,3633.96,-11.61,-0.32,5.92,0.16,-11.61,-0.32,155.42,0.02
75,多头出场,2025-09-23 17:02,✅移动止盈,3772.87,1,3672.98,99.89,2.72,118.16,3.22,-6.56,-0.18,255.31,0.03
75,多头进场,2025-09-19 18:02,①挂多,3672.98,1,3672.98,99.89,2.72,118.16,3.22,-6.56,-0.18,255.31,0.03
76,空头出场,2025-09-26 23:02,✅移动止盈,3767.44,1,3771.45,4.01,0.11,6.75,0.18,0,0.00,259.32,0.03
76,空头进场,2025-09-26 22:02,①挂空,3771.45,1,3771.45,4.01,0.11,6.75,0.18,0,0.00,259.32,0.03
77,多头出场,2025-09-30 09:02,✅移动止盈,3855.33,1,3831.41,23.92,0.62,40.37,1.05,-10.33,-0.27,283.24,0.03
77,多头进场,2025-09-29 18:02,①挂多,3831.41,1,3831.41,23.92,0.62,40.37,1.05,-10.33,-0.27,283.24,0.03
78,空头出场,2025-10-02 04:02,✅移动止盈,3854.78,1,3853.3,-1.48,-0.04,0.44,0.01,-1.48,-0.04,281.76,0.03
78,空头进场,2025-10-02 03:02,①挂空,3853.3,1,3853.3,-1.48,-0.04,0.44,0.01,-1.48,-0.04,281.76,0.03
79,多头出场,2025-10-29 00:02,✅移动止盈,3945.08,1,3930.91,14.17,0.36,39.46,1.00,0,0.00,295.93,0.03
79,多头进场,2025-10-28 15:02,①挂多,3930.91,1,3930.91,14.17,0.36,39.46,1.00,0,0.00,295.93,0.03
80,多头出场,2025-10-31 01:02,✅移动止盈,4028.54,1,4012.02,16.52,0.41,34.19,0.85,-11.8,-0.29,312.45,0.03
80,多头进场,2025-10-30 19:02,①挂多,4012.02,1,4012.02,16.52,0.41,34.19,0.85,-11.8,-0.29,312.45,0.03
81,空头出场,2025-10-31 19:02,✅移动止盈,3983.68,1,3989.11,5.43,0.14,16.85,0.42,0,0.00,317.88,0.03
81,空头进场,2025-10-31 18:02,①挂空,3989.11,1,3989.11,5.43,0.14,16.85,0.42,0,0.00,317.88,0.03
82,空头出场,2025-11-03 02:02,✅移动止盈,3985.46,1,3989.11,3.65,0.09,11.33,0.28,0,0.00,321.53,0.03
82,空头进场,2025-11-03 01:02,①挂空,3989.11,1,3989.11,3.65,0.09,11.33,0.28,0,0.00,321.53,0.03
83,多头出场,2025-11-04 01:02,❌止损,3982.51,1,4028.01,-45.5,-1.13,2.66,0.07,-45.5,-1.13,276.03,0.03
83,多头进场,2025-11-03 16:02,①挂多,4028.01,1,4028.01,-45.5,-1.13,2.66,0.07,-45.5,-1.13,276.03,0.03
84,空头出场,2025-11-04 03:02,✅移动止盈,3990.85,1.4,5595.1,7.91,0.14,25.13,0.45,-3.67,-0.07,283.94,0.03
84,空头进场,2025-11-04 02:02,②⚡追空,3996.5,1.4,5595.1,7.91,0.14,25.13,0.45,-3.67,-0.07,283.94,0.03
85,空头出场,2025-11-04 16:02,✅移动止盈,3970.55,1,3975.84,5.29,0.13,6.13,0.15,0,0.00,289.23,0.03
85,空头进场,2025-11-04 15:02,①挂空,3975.84,1,3975.84,5.29,0.13,6.13,0.15,0,0.00,289.23,0.03
86,多头出场,2025-11-06 14:02,✅移动止盈,4003.29,1,3987.13,16.16,0.41,32.48,0.81,-22.57,-0.57,305.39,0.03
86,多头进场,2025-11-05 18:02,①挂多,3987.13,1,3987.13,16.16,0.41,32.48,0.81,-22.57,-0.57,305.39,0.03
87,多头出场,2025-11-11 07:02,✅移动止盈,4134.93,1,4105.98,28.95,0.71,43.04,1.05,0,0.00,334.34,0.03
87,多头进场,2025-11-10 20:02,①挂多,4105.98,1,4105.98,28.95,0.71,43.04,1.05,0,0.00,334.34,0.03
88,空头出场,2025-11-11 17:02,✅移动止盈,4125.77,1,4124.79,-0.98,-0.02,4.68,0.11,-1,-0.02,333.36,0.03
88,空头进场,2025-11-11 16:02,①挂空,4124.79,1,4124.79,-0.98,-0.02,4.68,0.11,-1,-0.02,333.36,0.03
89,空头出场,2025-11-13 20:02,✅移动止盈,4202.48,1,4203.39,0.91,0.02,10.05,0.24,0,0.00,334.27,0.03
89,空头进场,2025-11-13 19:02,①挂空,4203.39,1,4203.39,0.91,0.02,10.05,0.24,0,0.00,334.27,0.03
90,多头出场,2025-11-19 15:02,✅移动止盈,4100.8,1,4050.49,50.31,1.24,69.35,1.71,-10.07,-0.25,384.58,0.04
90,多头进场,2025-11-18 15:02,①挂多,4050.49,1,4050.49,50.31,1.24,69.35,1.71,-10.07,-0.25,384.58,0.04
91,空头出场,2025-11-21 08:02,✅移动止盈,4057.79,1,4043.78,-14.01,-0.35,3.73,0.09,-14.17,-0.35,370.57,0.04
91,空头进场,2025-11-21 07:02,①挂空,4043.78,1,4043.78,-14.01,-0.35,3.73,0.09,-14.17,-0.35,370.57,0.04
92,多头出场,2025-11-21 20:02,✅移动止盈,4078.33,1,4064.69,13.64,0.34,36.35,0.89,-9.49,-0.23,384.21,0.04
92,多头进场,2025-11-21 15:02,①挂多,4064.69,1,4064.69,13.64,0.34,36.35,0.89,-9.49,-0.23,384.21,0.04
93,多头出场,2025-11-25 01:02,✅移动止盈,4125.5,1,4077.89,47.61,1.17,66.53,1.63,-9.42,-0.23,431.82,0.04
93,多头进场,2025-11-24 15:02,①挂多,4077.89,1,4077.89,47.61,1.17,66.53,1.63,-9.42,-0.23,431.82,0.04
94,多头出场,2025-11-28 10:02,✅移动止盈,4165.58,1,4152.03,13.55,0.33,41.06,0.99,-24.5,-0.59,445.37,0.04
94,多头进场,2025-11-25 19:02,①挂多,4152.03,1,4152.03,13.55,0.33,41.06,0.99,-24.5,-0.59,445.37,0.04
95,空头出场,2025-12-15 19:02,✅移动止盈,4295.56,1,4288.57,-6.99,-0.16,3.29,0.08,-6.99,-0.16,438.38,0.04
95,空头进场,2025-12-15 18:02,①挂空,4288.57,1,4288.57,-6.99,-0.16,3.29,0.08,-6.99,-0.16,438.38,0.04
96,空头出场,2025-12-18 16:02,✅移动止盈,4339.31,1,4315.01,-24.3,-0.56,0.55,0.01,-28.02,-0.65,414.08,0.04
96,空头进场,2025-12-18 15:02,①挂空,4315.01,1,4315.01,-24.3,-0.56,0.55,0.01,-28.02,-0.65,414.08,0.04
97,多头出场,2025-12-23 06:02,✅移动止盈,4480.74,1,4442.23,38.51,0.87,55.7,1.25,0,0.00,452.59,0.05
97,多头进场,2025-12-22 23:02,①挂多,4442.23,1,4442.23,38.51,0.87,55.7,1.25,0,0.00,452.59,0.05
98,空头出场,2025-12-23 17:02,✅移动止盈,4451.44,1,4469.58,18.14,0.41,39.47,0.88,0,0.00,470.73,0.05
98,空头进场,2025-12-23 16:02,①挂空,4469.58,1,4469.58,18.14,0.41,39.47,0.88,0,0.00,470.73,0.05
99,空头出场,2025-12-24 16:02,✅移动止盈,4487.96,1,4478.26,-9.7,-0.22,4.02,0.09,-9.84,-0.22,461.03,0.05
99,空头进场,2025-12-24 15:02,①挂空,4478.26,1,4478.26,-9.7,-0.22,4.02,0.09,-9.84,-0.22,461.03,0.05
100,多头出场,2025-12-26 19:02,✅移动止盈,4530.47,1,4515.22,15.25,0.34,34.64,0.77,-22.9,-0.51,476.28,0.05
100,多头进场,2025-12-26 02:02,①挂多,4515.22,1,4515.22,15.25,0.34,34.64,0.77,-22.9,-0.51,476.28,0.05
101,空头出场,2025-12-29 18:02,✅移动止盈,4333.21,1,4445.56,112.35,2.53,143.09,3.22,0,0.00,588.63,0.06
101,空头进场,2025-12-29 15:02,①挂空,4445.56,1,4445.56,112.35,2.53,143.09,3.22,0,0.00,588.63,0.06
102,空头出场,2025-12-30 22:02,✅移动止盈,4348.16,1,4349.92,1.76,0.04,12.26,0.28,0,0.00,590.39,0.06
102,空头进场,2025-12-30 21:02,①挂空,4349.92,1,4349.92,1.76,0.04,12.26,0.28,0,0.00,590.39,0.06
103,多头出场,2026-01-02 15:02,✅移动止盈,4369.34,1,4353.32,16.02,0.37,49.06,1.13,-8.72,-0.20,606.41,0.06
103,多头进场,2026-01-02 02:02,①挂多,4353.32,1,4353.32,16.02,0.37,49.06,1.13,-8.72,-0.20,606.41,0.06
104,多头出场,2026-01-06 08:02,✅移动止盈,4453.33,1,4455.81,-2.48,-0.06,18.34,0.41,-27.79,-0.62,603.93,0.06
104,多头进场,2026-01-06 01:02,①挂多,4455.81,1,4455.81,-2.48,-0.06,18.34,0.41,-27.79,-0.62,603.93,0.06
105,多头出场,2026-01-07 02:02,✅移动止盈,4486.26,1,4475.7,10.56,0.24,24.89,0.56,-12.44,-0.28,614.49,0.06
105,多头进场,2026-01-06 16:02,①挂多,4475.7,1,4475.7,10.56,0.24,24.89,0.56,-12.44,-0.28,614.49,0.06
106,空头出场,2026-01-07 16:02,✅移动止盈,4452.78,1,4441.6,-11.18,-0.25,14.46,0.33,-11.23,-0.25,603.31,0.06
106,空头进场,2026-01-07 15:02,①挂空,4441.6,1,4441.6,-11.18,-0.25,14.46,0.33,-11.23,-0.25,603.31,0.06
107,空头出场,2026-01-08 08:02,✅移动止盈,4427.92,1,4423.46,-4.46,-0.10,7.74,0.17,-4.46,-0.10,598.85,0.06
107,空头进场,2026-01-08 07:02,①挂空,4423.46,1,4423.46,-4.46,-0.10,7.74,0.17,-4.46,-0.10,598.85,0.06
108,多头出场,2026-01-09 19:02,✅移动止盈,4496.6,1,4484.04,12.56,0.28,33.12,0.74,-4.89,-0.11,611.41,0.06
108,多头进场,2026-01-09 15:02,①挂多,4484.04,1,4484.04,12.56,0.28,33.12,0.74,-4.89,-0.11,611.41,0.06
109,多头出场,2026-01-12 03:02,✅移动止盈,4585.39,1,4517.16,68.23,1.51,84.04,1.86,0,0.00,679.64,0.07
109,多头进场,2026-01-12 01:02,①挂多,4517.16,1,4517.16,68.23,1.51,84.04,1.86,0,0.00,679.64,0.07
110,多头出场,2026-01-12 18:02,✅移动止盈,4613.76,1,4601.2,12.56,0.27,29.01,0.63,-16.1,-0.35,692.2,0.07
110,多头进场,2026-01-12 15:02,①挂多,4601.2,1,4601.2,12.56,0.27,29.01,0.63,-16.1,-0.35,692.2,0.07
111,多头出场,2026-01-13 17:02,✅移动止盈,4621.62,1,4603.72,17.9,0.39,30.96,0.67,0,0.00,710.1,0.07
111,多头进场,2026-01-13 15:02,①挂多,4603.72,1,4603.72,17.9,0.39,30.96,0.67,0,0.00,710.1,0.07
112,空头出场,2026-01-14 17:02,✅移动止盈,4609.24,1,4613.42,4.18,0.09,6.72,0.15,0,0.00,714.28,0.07
112,空头进场,2026-01-14 16:02,①挂空,4613.42,1,4613.42,4.18,0.09,6.72,0.15,0,0.00,714.28,0.07
113,空头出场,2026-01-14 20:02,✅移动止盈,4614.58,1,4613.42,-1.16,-0.03,12.21,0.26,-1.16,-0.03,713.12,0.07
113,空头进场,2026-01-14 19:02,①挂空,4613.42,1,4613.42,-1.16,-0.03,12.21,0.26,-1.16,-0.03,713.12,0.07
114,多头出场,2026-01-16 17:02,❌止损,4576.84,1,4622.9,-46.06,-1.00,2.07,0.04,-46.06,-1.00,667.06,0.07
114,多头进场,2026-01-15 18:02,①挂多,4622.9,1,4622.9,-46.06,-1.00,2.07,0.04,-46.06,-1.00,667.06,0.07
115,空头出场,2026-01-16 19:02,❌止损,4589.72,1.4,6403.544,-22.06,-0.34,6.27,0.10,-35.14,-0.55,645,0.06
115,空头进场,2026-01-16 18:02,②⚡追空,4573.96,1.4,6403.544,-22.06,-0.34,6.27,0.10,-35.14,-0.55,645,0.06
116,多头出场,2026-01-26 06:02,✅移动止盈,5065.07,1,4967.22,97.85,1.97,125.92,2.54,-8.85,-0.18,742.85,0.07
116,多头进场,2026-01-23 18:02,①挂多,4967.22,1,4967.22,97.85,1.97,125.92,2.54,-8.85,-0.18,742.85,0.07
117,多头出场,2026-01-26 21:02,❌止损,5032.59,1,5093.14,-60.55,-1.19,12.01,0.24,-60.55,-1.19,682.3,0.07
117,多头进场,2026-01-26 16:02,①挂多,5093.14,1,5093.14,-60.55,-1.19,12.01,0.24,-60.55,-1.19,682.3,0.07
118,空头出场,2026-01-26 23:02,✅移动止盈,5052.64,1.4,7053.172,-20.52,-0.29,5.15,0.07,-34.1,-0.48,661.78,0.07
118,空头进场,2026-01-26 22:02,②⚡追空,5037.98,1.4,7053.172,-20.52,-0.29,5.15,0.07,-34.1,-0.48,661.78,0.07
119,空头出场,2026-01-27 17:02,✅移动止盈,5060.69,1,5057.2,-3.49,-0.07,10.61,0.21,-3.49,-0.07,658.29,0.07
119,空头进场,2026-01-27 16:02,①挂空,5057.2,1,5057.2,-3.49,-0.07,10.61,0.21,-3.49,-0.07,658.29,0.07
120,多头出场,2026-01-27 23:02,✅移动止盈,5170.74,1,5100.87,69.87,1.37,86.55,1.70,-24.51,-0.48,728.16,0.07
120,多头进场,2026-01-27 18:02,①挂多,5100.87,1,5100.87,69.87,1.37,86.55,1.70,-24.51,-0.48,728.16,0.07
121,空头出场,2026-01-28 18:02,✅移动止盈,5278.88,1,5238.63,-40.25,-0.77,2.29,0.04,-40.39,-0.77,687.91,0.07
121,空头进场,2026-01-28 17:02,①挂空,5238.63,1,5238.63,-40.25,-0.77,2.29,0.04,-40.39,-0.77,687.91,0.07
122,多头出场,2026-01-29 02:02,✅移动止盈,5461.44,1,5311.49,149.95,2.82,286.71,5.40,-41.95,-0.79,837.86,0.08
122,多头进场,2026-01-28 20:02,①挂多,5311.49,1,5311.49,149.95,2.82,286.71,5.40,-41.95,-0.79,837.86,0.08
123,空头出场,2026-01-29 18:02,✅移动止盈,5211.4,1,5445.62,234.22,4.30,341.6,6.27,0,0.00,1072.08,0.11
123,空头进场,2026-01-29 17:02,①挂空,5445.62,1,5445.62,234.22,4.30,341.6,6.27,0,0.00,1072.08,0.11
124,空头出场,2026-01-30 20:02,✅移动止盈,4867.83,1,4942.86,75.03,1.52,141.77,2.87,0,0.00,1147.11,0.11
124,空头进场,2026-01-30 19:02,①挂空,4942.86,1,4942.86,75.03,1.52,141.77,2.87,0,0.00,1147.11,0.11
125,多头出场,2026-02-03 19:02,✅移动止盈,4956.2,1,4949.13,7.07,0.14,44.84,0.91,0,0.00,1154.18,0.12
125,多头进场,2026-02-03 18:02,①挂多,4949.13,1,4949.13,7.07,0.14,44.84,0.91,0,0.00,1154.18,0.12
126,空头出场,2026-02-03 22:02,✅移动止盈,4914.66,1,4884.24,-30.42,-0.62,3.39,0.07,-64.64,-1.32,1123.76,0.11
126,空头进场,2026-02-03 21:02,①挂空,4884.24,1,4884.24,-30.42,-0.62,3.39,0.07,-64.64,-1.32,1123.76,0.11
127,空头出场,2026-02-06 01:02,✅移动止盈,4762.4,1,4790.46,28.06,0.59,30.64,0.64,0,0.00,1151.82,0.12
127,空头进场,2026-02-05 23:02,①挂空,4790.46,1,4790.46,28.06,0.59,30.64,0.64,0,0.00,1151.82,0.12
128,多头出场,2026-02-11 14:02,✅移动止盈,5081.72,1,5046.58,35.14,0.70,72.48,1.44,-58.62,-1.16,1186.96,0.12
128,多头进场,2026-02-09 17:02,①挂多,5046.58,1,5046.58,35.14,0.70,72.48,1.44,-58.62,-1.16,1186.96,0.12
129,多头出场,2026-02-17 07:02,❌止损,4861.43,1,4997.22,-135.79,-2.72,48.88,0.98,-135.79,-2.72,1051.17,0.11
129,多头进场,2026-02-13 15:02,①挂多,4997.22,1,4997.22,-135.79,-2.72,48.88,0.98,-135.79,-2.72,1051.17,0.11
130,空头出场,2026-02-17 16:02,✅移动止盈,4861.43,1.4,6840.442,34.44,0.50,60.75,0.89,0,0.00,1085.61,0.11
130,空头进场,2026-02-17 15:02,②挂空(回),4886.03,1.4,6840.442,34.44,0.50,60.75,0.89,0,0.00,1085.61,0.11
131,多头出场,2026-02-20 17:02,✅移动止盈,5040.79,1,5021.98,18.81,0.37,42.03,0.84,-16.87,-0.34,1104.42,0.11
131,多头进场,2026-02-20 08:02,①挂多,5021.98,1,5021.98,18.81,0.37,42.03,0.84,-16.87,-0.34,1104.42,0.11
132,多头出场,2026-02-23 19:02,✅移动止盈,5194,1,5176.64,17.36,0.34,42.38,0.82,-0.76,-0.01,1121.78,0.11
132,多头进场,2026-02-23 16:02,①挂多,5176.64,1,5176.64,17.36,0.34,42.38,0.82,-0.76,-0.01,1121.78,0.11
133,多头出场,2026-02-24 02:02,✅移动止盈,5219.56,1,5219.02,0.54,0.01,30.74,0.59,-0.42,-0.01,1122.32,0.11
133,多头进场,2026-02-23 22:02,①挂多,5219.02,1,5219.02,0.54,0.01,30.74,0.59,-0.42,-0.01,1122.32,0.11
134,空头出场,2026-02-24 16:02,✅移动止盈,5123.36,1,5145.47,22.11,0.43,37.06,0.72,0,0.00,1144.43,0.11
134,空头进场,2026-02-24 15:02,①挂空,5145.47,1,5145.47,22.11,0.43,37.06,0.72,0,0.00,1144.43,0.11
135,空头出场,2026-02-25 17:02,✅移动止盈,5193.63,1,5172.28,-21.35,-0.41,13.1,0.25,-21.35,-0.41,1123.08,0.11
135,空头进场,2026-02-25 16:02,①挂空,5172.28,1,5172.28,-21.35,-0.41,13.1,0.25,-21.35,-0.41,1123.08,0.11
136,多头出场,2026-02-25 22:02,❌止损,5149.21,1,5210.6,-61.39,-1.18,7.05,0.14,-61.39,-1.18,1061.69,0.11
136,多头进场,2026-02-25 18:02,①挂多,5210.6,1,5210.6,-61.39,-1.18,7.05,0.14,-61.39,-1.18,1061.69,0.11
137,空头出场,2026-02-26 01:02,✅移动止盈,5172.09,1.4,7215.39,-25.54,-0.35,3.91,0.05,-27.54,-0.38,1036.15,0.10
137,空头进场,2026-02-25 23:02,②⚡追空,5153.85,1.4,7215.39,-25.54,-0.35,3.91,0.05,-27.54,-0.38,1036.15,0.10
138,多头出场,2026-03-02 02:02,✅移动止盈,5375.42,1,5257.59,117.83,2.24,135.91,2.59,-0.25,0.00,1153.98,0.12
138,多头进场,2026-02-27 22:02,①挂多,5257.59,1,5257.59,117.83,2.24,135.91,2.59,-0.25,0.00,1153.98,0.12
139,空头出场,2026-03-02 17:02,✅移动止盈,5323.98,1,5341.09,17.11,0.32,35.21,0.66,0,0.00,1171.09,0.12
139,空头进场,2026-03-02 16:02,①挂空,5341.09,1,5341.09,17.11,0.32,35.21,0.66,0,0.00,1171.09,0.12
140,空头出场,2026-03-04 18:02,✅移动止盈,5157.09,1,5147.94,-9.15,-0.18,17.16,0.33,-9.15,-0.18,1161.94,0.12
140,空头进场,2026-03-04 17:02,①挂空,5147.94,1,5147.94,-9.15,-0.18,17.16,0.33,-9.15,-0.18,1161.94,0.12